GEO,AGE,SEX,HRPROF,UNIT,Value
Nova Scotia,45 to 64,Females,Bipolar,Number,NA
Nova Scotia,45 to 64,Females,Bipolar,Percent,NA
Nova Scotia,45 to 64,Females,Anxiety,Number,4690
Nova Scotia,45 to 64,Females,Anxiety,Percent,0.055999999999999994
Nova Scotia,45 to 64,Females,Any Substance,Number,6861
Nova Scotia,45 to 64,Females,Any Substance,Percent,0.08199999999999999
Nova Scotia,45 to 64,Females,Alcohol,Number,6356
Nova Scotia,45 to 64,Females,Alcohol,Percent,0.076
Nova Scotia,45 to 64,Females,Cannabis,Number,NA
Nova Scotia,45 to 64,Females,Cannabis,Percent,NA
Nova Scotia,45 to 64,Females,Other,Number,NA
Nova Scotia,45 to 64,Females,Other,Percent,NA
Nova Scotia,45 to 64,Females,Suicidal,Number,3940
Nova Scotia,45 to 64,Females,Suicidal,Percent,0.047
Nova Scotia,45 to 64,Females,Good Mental Health,Number,56151
Nova Scotia,45 to 64,Females,Good Mental Health,Percent,0.665
Nova Scotia,45 to 64,Females,Poor Mental Health,Number,NA
Nova Scotia,45 to 64,Females,Poor Mental Health,Percent,NA
Nova Scotia,45 to 64,Females,High Stress,Number,NA
Nova Scotia,45 to 64,Females,High Stress,Percent,NA
Nova Scotia,45 to 64,Females,Low Stress,Number,NA
Nova Scotia,45 to 64,Females,Low Stress,Percent,NA
Nova Scotia,45 to 64,Females,Needs Met,Number,5831
Nova Scotia,45 to 64,Females,Needs Met,Percent,0.069
Nova Scotia,45 to 64,Females,Needs not Met,Number,NA
Nova Scotia,45 to 64,Females,Needs not Met,Percent,NA
Nova Scotia,45 to 64,Females,Accessed care (past year),Number,2975
Nova Scotia,45 to 64,Females,Accessed care (past year),Percent,0.035
Nova Scotia,45 to 64,Females,Psychosis,Number,NA
Nova Scotia,45 to 64,Females,Psychosis,Percent,NA
Nova Scotia,45 to 64,Females,PTSD,Number,NA
Nova Scotia,45 to 64,Females,PTSD,Percent,NA
New Brunswick,65 +,Both,Any Disorder,Number,87266
New Brunswick,65 +,Both,Any Disorder,Percent,0.141
New Brunswick,65 +,Both,Depression,Number,80049
New Brunswick,65 +,Both,Depression,Percent,0.13
New Brunswick,65 +,Both,Bipolar,Number,17734
New Brunswick,65 +,Both,Bipolar,Percent,0.028999999999999998
New Brunswick,65 +,Both,Anxiety,Number,66203
New Brunswick,65 +,Both,Anxiety,Percent,0.107
New Brunswick,65 +,Both,Any Substance,Number,137834
New Brunswick,65 +,Both,Any Substance,Percent,0.228
New Brunswick,65 +,Both,Alcohol,Number,121634
New Brunswick,65 +,Both,Alcohol,Percent,0.2
New Brunswick,65 +,Both,Cannabis,Number,32958
New Brunswick,65 +,Both,Cannabis,Percent,0.053
New Brunswick,65 +,Both,Other,Number,19440
New Brunswick,65 +,Both,Other,Percent,0.032
New Brunswick,65 +,Both,Suicidal,Number,77293
New Brunswick,65 +,Both,Suicidal,Percent,0.125
New Brunswick,65 +,Both,Good Mental Health,Number,349157
New Brunswick,65 +,Both,Good Mental Health,Percent,0.564
New Brunswick,65 +,Both,Poor Mental Health,Number,64002
New Brunswick,65 +,Both,Poor Mental Health,Percent,0.10300000000000001
New Brunswick,65 +,Both,High Stress,Number,112927
New Brunswick,65 +,Both,High Stress,Percent,0.264
New Brunswick,65 +,Both,Low Stress,Number,143844
New Brunswick,65 +,Both,Low Stress,Percent,0.337
New Brunswick,65 +,Both,Needs Met,Number,92015
New Brunswick,65 +,Both,Needs Met,Percent,0.149
New Brunswick,65 +,Both,Needs not Met,Number,10558
New Brunswick,65 +,Both,Needs not Met,Percent,0.017
New Brunswick,65 +,Both,Accessed care (past year),Number,72313
New Brunswick,65 +,Both,Accessed care (past year),Percent,0.11699999999999999
New Brunswick,65 +,Both,Psychosis,Number,4634
New Brunswick,65 +,Both,Psychosis,Percent,0.006999999999999999
New Brunswick,65 +,Both,PTSD,Number,4373
New Brunswick,65 +,Both,PTSD,Percent,0.006999999999999999
New Brunswick,65 +,Males,Any Disorder,Number,30854
New Brunswick,65 +,Males,Any Disorder,Percent,0.10300000000000001
New Brunswick,65 +,Males,Depression,Number,28311
New Brunswick,65 +,Males,Depression,Percent,0.094
New Brunswick,65 +,Males,Bipolar,Number,8395
New Brunswick,65 +,Males,Bipolar,Percent,0.027999999999999997
New Brunswick,65 +,Males,Anxiety,Number,24566
New Brunswick,65 +,Males,Anxiety,Percent,0.08199999999999999
New Brunswick,65 +,Males,Any Substance,Number,103143
New Brunswick,65 +,Males,Any Substance,Percent,0.355
New Brunswick,65 +,Males,Alcohol,Number,93095
New Brunswick,65 +,Males,Alcohol,Percent,0.319
New Brunswick,65 +,Males,Cannabis,Number,24778
New Brunswick,65 +,Males,Cannabis,Percent,0.083
New Brunswick,65 +,Males,Other,Number,11412
New Brunswick,65 +,Males,Other,Percent,0.038
New Brunswick,65 +,Males,Suicidal,Number,33947
New Brunswick,65 +,Males,Suicidal,Percent,0.114
New Brunswick,65 +,Males,Good Mental Health,Number,180620
New Brunswick,65 +,Males,Good Mental Health,Percent,0.603
New Brunswick,65 +,Males,Poor Mental Health,Number,29796
New Brunswick,65 +,Males,Poor Mental Health,Percent,0.1
New Brunswick,65 +,Males,High Stress,Number,49058
New Brunswick,65 +,Males,High Stress,Percent,0.228
New Brunswick,65 +,Males,Low Stress,Number,76621
New Brunswick,65 +,Males,Low Stress,Percent,0.35700000000000004
New Brunswick,65 +,Males,Needs Met,Number,30861
New Brunswick,65 +,Males,Needs Met,Percent,0.10300000000000001
New Brunswick,65 +,Males,Needs not Met,Number,5630
New Brunswick,65 +,Males,Needs not Met,Percent,0.019
New Brunswick,65 +,Males,Accessed care (past year),Number,24221
New Brunswick,65 +,Males,Accessed care (past year),Percent,0.081
New Brunswick,65 +,Males,Psychosis,Number,NA
New Brunswick,65 +,Males,Psychosis,Percent,NA
New Brunswick,65 +,Males,PTSD,Number,NA
New Brunswick,65 +,Males,PTSD,Percent,NA
New Brunswick,65 +,Females,Any Disorder,Number,56412
New Brunswick,65 +,Females,Any Disorder,Percent,0.17800000000000002
New Brunswick,65 +,Females,Depression,Number,51738
New Brunswick,65 +,Females,Depression,Percent,0.163
New Brunswick,65 +,Females,Bipolar,Number,9339
New Brunswick,65 +,Females,Bipolar,Percent,0.028999999999999998
New Brunswick,65 +,Females,Anxiety,Number,41637
New Brunswick,65 +,Females,Anxiety,Percent,0.131
New Brunswick,65 +,Females,Any Substance,Number,34692
New Brunswick,65 +,Females,Any Substance,Percent,0.11
New Brunswick,65 +,Females,Alcohol,Number,28539
New Brunswick,65 +,Females,Alcohol,Percent,0.09
New Brunswick,65 +,Females,Cannabis,Number,8180
New Brunswick,65 +,Females,Cannabis,Percent,0.026000000000000002
New Brunswick,65 +,Females,Other,Number,8029
New Brunswick,65 +,Females,Other,Percent,0.025
New Brunswick,65 +,Females,Suicidal,Number,43345
New Brunswick,65 +,Females,Suicidal,Percent,0.136
New Brunswick,65 +,Females,Good Mental Health,Number,168537
New Brunswick,65 +,Females,Good Mental Health,Percent,0.527
New Brunswick,65 +,Females,Poor Mental Health,Number,34206
New Brunswick,65 +,Females,Poor Mental Health,Percent,0.107
New Brunswick,65 +,Females,High Stress,Number,63869
New Brunswick,65 +,Females,High Stress,Percent,0.3
New Brunswick,65 +,Females,Low Stress,Number,67222
New Brunswick,65 +,Females,Low Stress,Percent,0.316
New Brunswick,65 +,Females,Needs Met,Number,61154
New Brunswick,65 +,Females,Needs Met,Percent,0.191
New Brunswick,65 +,Females,Needs not Met,Number,4928
New Brunswick,65 +,Females,Needs not Met,Percent,0.015
New Brunswick,65 +,Females,Accessed care (past year),Number,48092
New Brunswick,65 +,Females,Accessed care (past year),Percent,0.151
New Brunswick,65 +,Females,Psychosis,Number,1880
New Brunswick,65 +,Females,Psychosis,Percent,0.006
New Brunswick,65 +,Females,PTSD,Number,NA
New Brunswick,65 +,Females,PTSD,Percent,NA
New Brunswick,Total,Both,Any Disorder,Number,9530
New Brunswick,Total,Both,Any Disorder,Percent,0.106
New Brunswick,Total,Both,Depression,Number,7863
New Brunswick,Total,Both,Depression,Percent,0.087
New Brunswick,Total,Both,Bipolar,Number,3955
New Brunswick,Total,Both,Bipolar,Percent,0.044000000000000004
New Brunswick,Total,Both,Anxiety,Number,9159
New Brunswick,Total,Both,Anxiety,Percent,0.10099999999999999
New Brunswick,Total,Both,Any Substance,Number,23367
New Brunswick,Total,Both,Any Substance,Percent,0.26
New Brunswick,Total,Both,Alcohol,Number,16900
New Brunswick,Total,Both,Alcohol,Percent,0.18899999999999997
New Brunswick,Total,Both,Cannabis,Number,10309
New Brunswick,Total,Both,Cannabis,Percent,0.115
New Brunswick,Total,Both,Other,Number,4855
New Brunswick,Total,Both,Other,Percent,0.054000000000000006
New Brunswick,Total,Both,Suicidal,Number,10848
New Brunswick,Total,Both,Suicidal,Percent,0.121
New Brunswick,Total,Both,Good Mental Health,Number,55800
New Brunswick,Total,Both,Good Mental Health,Percent,0.618
New Brunswick,Total,Both,Poor Mental Health,Number,8771
New Brunswick,Total,Both,Poor Mental Health,Percent,0.09699999999999999
New Brunswick,Total,Both,High Stress,Number,11363
New Brunswick,Total,Both,High Stress,Percent,0.16699999999999998
New Brunswick,Total,Both,Low Stress,Number,32403
New Brunswick,Total,Both,Low Stress,Percent,0.47600000000000003
New Brunswick,Total,Both,Needs Met,Number,14042
New Brunswick,Total,Both,Needs Met,Percent,0.156
New Brunswick,Total,Both,Needs not Met,Number,2653
New Brunswick,Total,Both,Needs not Met,Percent,0.028999999999999998
New Brunswick,Total,Both,Accessed care (past year),Number,15511
New Brunswick,Total,Both,Accessed care (past year),Percent,0.172
New Brunswick,Total,Both,Psychosis,Number,NA
New Brunswick,Total,Both,Psychosis,Percent,NA
New Brunswick,Total,Both,PTSD,Number,NA
New Brunswick,Total,Both,PTSD,Percent,NA
New Brunswick,Total,Males,Any Disorder,Number,NA
New Brunswick,Total,Males,Any Disorder,Percent,NA
New Brunswick,Total,Males,Depression,Number,NA
New Brunswick,Total,Males,Depression,Percent,NA
New Brunswick,Total,Males,Bipolar,Number,NA
New Brunswick,Total,Males,Bipolar,Percent,NA
New Brunswick,Total,Males,Anxiety,Number,NA
New Brunswick,Total,Males,Anxiety,Percent,NA
New Brunswick,Total,Males,Any Substance,Number,14548
New Brunswick,Total,Males,Any Substance,Percent,0.316
New Brunswick,Total,Males,Alcohol,Number,10327
New Brunswick,Total,Males,Alcohol,Percent,0.226
New Brunswick,Total,Males,Cannabis,Number,7279
New Brunswick,Total,Males,Cannabis,Percent,0.16
New Brunswick,Total,Males,Other,Number,NA
New Brunswick,Total,Males,Other,Percent,NA
New Brunswick,Total,Males,Suicidal,Number,NA
New Brunswick,Total,Males,Suicidal,Percent,NA
New Brunswick,Total,Males,Good Mental Health,Number,34025
New Brunswick,Total,Males,Good Mental Health,Percent,0.7390000000000001
New Brunswick,Total,Males,Poor Mental Health,Number,NA
New Brunswick,Total,Males,Poor Mental Health,Percent,NA
New Brunswick,Total,Males,High Stress,Number,NA
New Brunswick,Total,Males,High Stress,Percent,0.16399999999999998
New Brunswick,Total,Males,Low Stress,Number,15966
New Brunswick,Total,Males,Low Stress,Percent,0.462
New Brunswick,Total,Males,Needs Met,Number,4787
New Brunswick,Total,Males,Needs Met,Percent,0.10400000000000001
New Brunswick,Total,Males,Needs not Met,Number,NA
New Brunswick,Total,Males,Needs not Met,Percent,NA
New Brunswick,Total,Males,Accessed care (past year),Number,4925
New Brunswick,Total,Males,Accessed care (past year),Percent,0.107
New Brunswick,Total,Males,Psychosis,Number,NA
New Brunswick,Total,Males,Psychosis,Percent,NA
New Brunswick,Total,Males,PTSD,Number,NA
New Brunswick,Total,Males,PTSD,Percent,NA
New Brunswick,Total,Females,Any Disorder,Number,6866
New Brunswick,Total,Females,Any Disorder,Percent,0.155
New Brunswick,Total,Females,Depression,Number,5608
New Brunswick,Total,Females,Depression,Percent,0.127
New Brunswick,Total,Females,Bipolar,Number,NA
New Brunswick,Total,Females,Bipolar,Percent,NA
New Brunswick,Total,Females,Anxiety,Number,6509
New Brunswick,Total,Females,Anxiety,Percent,0.147
New Brunswick,Total,Females,Any Substance,Number,8819
New Brunswick,Total,Females,Any Substance,Percent,0.20199999999999999
New Brunswick,Total,Females,Alcohol,Number,6573
New Brunswick,Total,Females,Alcohol,Percent,0.151
New Brunswick,Total,Females,Cannabis,Number,NA
New Brunswick,Total,Females,Cannabis,Percent,NA
New Brunswick,Total,Females,Other,Number,NA
New Brunswick,Total,Females,Other,Percent,NA
New Brunswick,Total,Females,Suicidal,Number,7483
New Brunswick,Total,Females,Suicidal,Percent,0.17
New Brunswick,Total,Females,Good Mental Health,Number,21775
New Brunswick,Total,Females,Good Mental Health,Percent,0.49200000000000005
New Brunswick,Total,Females,Poor Mental Health,Number,6518
New Brunswick,Total,Females,Poor Mental Health,Percent,0.147
New Brunswick,Total,Females,High Stress,Number,5694
New Brunswick,Total,Females,High Stress,Percent,0.17
New Brunswick,Total,Females,Low Stress,Number,16438
New Brunswick,Total,Females,Low Stress,Percent,0.491
New Brunswick,Total,Females,Needs Met,Number,9254
New Brunswick,Total,Females,Needs Met,Percent,0.209
New Brunswick,Total,Females,Needs not Met,Number,NA
New Brunswick,Total,Females,Needs not Met,Percent,NA
New Brunswick,Total,Females,Accessed care (past year),Number,10586
New Brunswick,Total,Females,Accessed care (past year),Percent,0.239
New Brunswick,Total,Females,Psychosis,Number,NA
New Brunswick,Total,Females,Psychosis,Percent,NA
New Brunswick,Total,Females,PTSD,Number,NA
New Brunswick,Total,Females,PTSD,Percent,NA
New Brunswick,15 to 24,Both,Any Disorder,Number,25668
New Brunswick,15 to 24,Both,Any Disorder,Percent,0.14300000000000002
New Brunswick,15 to 24,Both,Depression,Number,21673
New Brunswick,15 to 24,Both,Depression,Percent,0.12
New Brunswick,15 to 24,Both,Bipolar,Number,NA
New Brunswick,15 to 24,Both,Bipolar,Percent,NA
New Brunswick,15 to 24,Both,Anxiety,Number,23867
New Brunswick,15 to 24,Both,Anxiety,Percent,0.132
New Brunswick,15 to 24,Both,Any Substance,Number,40224
New Brunswick,15 to 24,Both,Any Substance,Percent,0.226
New Brunswick,15 to 24,Both,Alcohol,Number,35215
New Brunswick,15 to 24,Both,Alcohol,Percent,0.19699999999999998
New Brunswick,15 to 24,Both,Cannabis,Number,11276
New Brunswick,15 to 24,Both,Cannabis,Percent,0.063
New Brunswick,15 to 24,Both,Other,Number,9094
New Brunswick,15 to 24,Both,Other,Percent,0.05
New Brunswick,15 to 24,Both,Suicidal,Number,31687
New Brunswick,15 to 24,Both,Suicidal,Percent,0.17600000000000002
New Brunswick,15 to 24,Both,Good Mental Health,Number,98718
New Brunswick,15 to 24,Both,Good Mental Health,Percent,0.547
New Brunswick,15 to 24,Both,Poor Mental Health,Number,21430
New Brunswick,15 to 24,Both,Poor Mental Health,Percent,0.11900000000000001
New Brunswick,15 to 24,Both,High Stress,Number,47163
New Brunswick,15 to 24,Both,High Stress,Percent,0.285
New Brunswick,15 to 24,Both,Low Stress,Number,51649
New Brunswick,15 to 24,Both,Low Stress,Percent,0.312
New Brunswick,15 to 24,Both,Needs Met,Number,30692
New Brunswick,15 to 24,Both,Needs Met,Percent,0.17
New Brunswick,15 to 24,Both,Needs not Met,Number,NA
New Brunswick,15 to 24,Both,Needs not Met,Percent,NA
New Brunswick,15 to 24,Both,Accessed care (past year),Number,27233
New Brunswick,15 to 24,Both,Accessed care (past year),Percent,0.151
New Brunswick,15 to 24,Both,Psychosis,Number,NA
New Brunswick,15 to 24,Both,Psychosis,Percent,NA
New Brunswick,15 to 24,Both,PTSD,Number,NA
New Brunswick,15 to 24,Both,PTSD,Percent,NA
New Brunswick,15 to 24,Males,Any Disorder,Number,10207
New Brunswick,15 to 24,Males,Any Disorder,Percent,0.11599999999999999
New Brunswick,15 to 24,Males,Depression,Number,8312
New Brunswick,15 to 24,Males,Depression,Percent,0.095
New Brunswick,15 to 24,Males,Bipolar,Number,NA
New Brunswick,15 to 24,Males,Bipolar,Percent,NA
New Brunswick,15 to 24,Males,Anxiety,Number,11007
New Brunswick,15 to 24,Males,Anxiety,Percent,0.125
New Brunswick,15 to 24,Males,Any Substance,Number,28163
New Brunswick,15 to 24,Males,Any Substance,Percent,0.324
New Brunswick,15 to 24,Males,Alcohol,Number,25008
New Brunswick,15 to 24,Males,Alcohol,Percent,0.28800000000000003
New Brunswick,15 to 24,Males,Cannabis,Number,7534
New Brunswick,15 to 24,Males,Cannabis,Percent,0.086
New Brunswick,15 to 24,Males,Other,Number,6040
New Brunswick,15 to 24,Males,Other,Percent,0.069
New Brunswick,15 to 24,Males,Suicidal,Number,12375
New Brunswick,15 to 24,Males,Suicidal,Percent,0.141
New Brunswick,15 to 24,Males,Good Mental Health,Number,53871
New Brunswick,15 to 24,Males,Good Mental Health,Percent,0.613
New Brunswick,15 to 24,Males,Poor Mental Health,Number,8289
New Brunswick,15 to 24,Males,Poor Mental Health,Percent,0.094
New Brunswick,15 to 24,Males,High Stress,Number,20578
New Brunswick,15 to 24,Males,High Stress,Percent,0.251
New Brunswick,15 to 24,Males,Low Stress,Number,26400
New Brunswick,15 to 24,Males,Low Stress,Percent,0.322
New Brunswick,15 to 24,Males,Needs Met,Number,9096
New Brunswick,15 to 24,Males,Needs Met,Percent,0.10300000000000001
New Brunswick,15 to 24,Males,Needs not Met,Number,NA
New Brunswick,15 to 24,Males,Needs not Met,Percent,NA
New Brunswick,15 to 24,Males,Accessed care (past year),Number,8888
New Brunswick,15 to 24,Males,Accessed care (past year),Percent,0.10099999999999999
New Brunswick,15 to 24,Males,Psychosis,Number,NA
New Brunswick,15 to 24,Males,Psychosis,Percent,NA
New Brunswick,15 to 24,Males,PTSD,Number,NA
New Brunswick,15 to 24,Males,PTSD,Percent,NA
New Brunswick,15 to 24,Females,Any Disorder,Number,15461
New Brunswick,15 to 24,Females,Any Disorder,Percent,0.168
New Brunswick,15 to 24,Females,Depression,Number,13361
New Brunswick,15 to 24,Females,Depression,Percent,0.145
New Brunswick,15 to 24,Females,Bipolar,Number,NA
New Brunswick,15 to 24,Females,Bipolar,Percent,NA
New Brunswick,15 to 24,Females,Anxiety,Number,12861
New Brunswick,15 to 24,Females,Anxiety,Percent,0.139
New Brunswick,15 to 24,Females,Any Substance,Number,12060
New Brunswick,15 to 24,Females,Any Substance,Percent,0.132
New Brunswick,15 to 24,Females,Alcohol,Number,10207
New Brunswick,15 to 24,Females,Alcohol,Percent,0.111
New Brunswick,15 to 24,Females,Cannabis,Number,3742
New Brunswick,15 to 24,Females,Cannabis,Percent,0.040999999999999995
New Brunswick,15 to 24,Females,Other,Number,3054
New Brunswick,15 to 24,Females,Other,Percent,0.033
New Brunswick,15 to 24,Females,Suicidal,Number,19311
New Brunswick,15 to 24,Females,Suicidal,Percent,0.20800000000000002
New Brunswick,15 to 24,Females,Good Mental Health,Number,44847
New Brunswick,15 to 24,Females,Good Mental Health,Percent,0.484
New Brunswick,15 to 24,Females,Poor Mental Health,Number,13142
New Brunswick,15 to 24,Females,Poor Mental Health,Percent,0.142
New Brunswick,15 to 24,Females,High Stress,Number,26585
New Brunswick,15 to 24,Females,High Stress,Percent,0.318
New Brunswick,15 to 24,Females,Low Stress,Number,25249
New Brunswick,15 to 24,Females,Low Stress,Percent,0.302
New Brunswick,15 to 24,Females,Needs Met,Number,21596
New Brunswick,15 to 24,Females,Needs Met,Percent,0.233
New Brunswick,15 to 24,Females,Needs not Met,Number,NA
New Brunswick,15 to 24,Females,Needs not Met,Percent,NA
New Brunswick,15 to 24,Females,Accessed care (past year),Number,18345
New Brunswick,15 to 24,Females,Accessed care (past year),Percent,0.198
New Brunswick,15 to 24,Females,Psychosis,Number,NA
New Brunswick,15 to 24,Females,Psychosis,Percent,NA
New Brunswick,15 to 24,Females,PTSD,Number,NA
New Brunswick,15 to 24,Females,PTSD,Percent,NA
New Brunswick,25 to 44,Both,Any Disorder,Number,42594
New Brunswick,25 to 44,Both,Any Disorder,Percent,0.187
New Brunswick,25 to 44,Both,Depression,Number,41041
New Brunswick,25 to 44,Both,Depression,Percent,0.18
New Brunswick,25 to 44,Both,Bipolar,Number,NA
New Brunswick,25 to 44,Both,Bipolar,Percent,NA
New Brunswick,25 to 44,Both,Anxiety,Number,25548
New Brunswick,25 to 44,Both,Anxiety,Percent,0.113
New Brunswick,25 to 44,Both,Any Substance,Number,56002
New Brunswick,25 to 44,Both,Any Substance,Percent,0.254
New Brunswick,25 to 44,Both,Alcohol,Number,51555
New Brunswick,25 to 44,Both,Alcohol,Percent,0.231
New Brunswick,25 to 44,Both,Cannabis,Number,10741
New Brunswick,25 to 44,Both,Cannabis,Percent,0.047
New Brunswick,25 to 44,Both,Other,Number,5365
New Brunswick,25 to 44,Both,Other,Percent,0.024
New Brunswick,25 to 44,Both,Suicidal,Number,29668
New Brunswick,25 to 44,Both,Suicidal,Percent,0.13
New Brunswick,25 to 44,Both,Good Mental Health,Number,127211
New Brunswick,25 to 44,Both,Good Mental Health,Percent,0.556
New Brunswick,25 to 44,Both,Poor Mental Health,Number,23039
New Brunswick,25 to 44,Both,Poor Mental Health,Percent,0.10099999999999999
New Brunswick,25 to 44,Both,High Stress,Number,51066
New Brunswick,25 to 44,Both,High Stress,Percent,0.287
New Brunswick,25 to 44,Both,Low Stress,Number,51094
New Brunswick,25 to 44,Both,Low Stress,Percent,0.287
New Brunswick,25 to 44,Both,Needs Met,Number,37659
New Brunswick,25 to 44,Both,Needs Met,Percent,0.165
New Brunswick,25 to 44,Both,Needs not Met,Number,3032
New Brunswick,25 to 44,Both,Needs not Met,Percent,0.013000000000000001
New Brunswick,25 to 44,Both,Accessed care (past year),Number,23683
